classroom_id,block,floor,capacity,day,period,start_time,end_time,subject,scheduled,students_present,occupancy_ratio,scheduled_free,actually_available,availability_gap,source
A303,A,3,50,Mon,3,09:50,10:40,Probability & Stats,True,45.0,0.9,False,False,False,qr_checkin
A303,A,3,50,Mon,4,10:40,11:30,FREE,False,13.0,0.26,True,False,True,wifi_log
A303,A,3,50,Mon,5,11:30,12:20,FREE,False,13.0,0.26,True,False,True,wifi_log
A303,A,3,50,Mon,6,13:10,14:00,FREE,False,16.0,0.32,True,False,True,wifi_log
A303,A,3,50,Mon,7,14:00,14:50,Probability & Stats,True,44.0,0.88,False,False,False,wifi_log
A303,A,3,50,Mon,8,14:50,15:40,FREE,False,6.0,0.12,True,True,False,wifi_log
A303,A,3,50,Tue,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,qr_checkin
A303,A,3,50,Tue,2,08:50,09:40,Computer Networks,True,46.0,0.92,False,False,False,wifi_log
A303,A,3,50,Tue,3,09:50,10:40,Probability & Stats,True,43.0,0.86,False,False,False,wifi_log
A303,A,3,50,Tue,4,10:40,11:30,Machine Learning,True,36.0,0.72,False,False,False,wifi_log
A303,A,3,50,Tue,5,11:30,12:20,FREE,False,3.0,0.06,True,True,False,qr_checkin
A303,A,3,50,Tue,6,13:10,14:00,Machine Learning,True,39.0,0.78,False,False,False,wifi_log
A303,A,3,50,Tue,7,14:00,14:50,FREE,False,12.0,0.24,True,False,True,wifi_log
A303,A,3,50,Tue,8,14:50,15:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A303,A,3,50,Wed,1,08:00,08:50,FREE,False,10.0,0.2,True,False,True,wifi_log
A303,A,3,50,Wed,2,08:50,09:40,FREE,False,12.0,0.24,True,False,True,wifi_log
A303,A,3,50,Wed,3,09:50,10:40,FREE,False,11.0,0.22,True,False,True,wifi_log
A303,A,3,50,Wed,4,10:40,11:30,Communication Skills,True,43.0,0.86,False,False,False,wifi_log
A303,A,3,50,Wed,5,11:30,12:20,FREE,False,0.0,0.0,True,True,False,qr_checkin
A303,A,3,50,Wed,6,13:10,14:00,Linear Algebra,True,44.0,0.88,False,False,False,wifi_log
A303,A,3,50,Wed,7,14:00,14:50,Data Structures,True,40.0,0.8,False,False,False,wifi_log
A303,A,3,50,Wed,8,14:50,15:40,Software Engineering,True,32.0,0.64,False,False,False,wifi_log
A303,A,3,50,Thu,1,08:00,08:50,FREE,False,9.0,0.18,True,True,False,qr_checkin
A303,A,3,50,Thu,2,08:50,09:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A303,A,3,50,Thu,3,09:50,10:40,Economics,True,0.0,0.0,False,False,False,wifi_log
A303,A,3,50,Thu,4,10:40,11:30,Probability & Stats,True,43.0,0.86,False,False,False,wifi_log
A303,A,3,50,Thu,5,11:30,12:20,FREE,False,2.0,0.04,True,True,False,qr_checkin
A303,A,3,50,Thu,6,13:10,14:00,Computer Networks,True,44.0,0.88,False,False,False,wifi_log
A303,A,3,50,Thu,7,14:00,14:50,Probability & Stats,True,31.0,0.62,False,False,False,wifi_log
A303,A,3,50,Thu,8,14:50,15:40,FREE,False,2.0,0.04,True,True,False,wifi_log
A303,A,3,50,Fri,1,08:00,08:50,FREE,False,17.0,0.34,True,False,True,wifi_log
A303,A,3,50,Fri,2,08:50,09:40,Economics,True,36.0,0.72,False,False,False,qr_checkin
A303,A,3,50,Fri,3,09:50,10:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A303,A,3,50,Fri,4,10:40,11:30,FREE,False,0.0,0.0,True,True,False,wifi_log
A303,A,3,50,Fri,5,11:30,12:20,Linear Algebra,True,44.0,0.88,False,False,False,qr_checkin
A303,A,3,50,Fri,6,13:10,14:00,FREE,False,15.0,0.3,True,False,True,qr_checkin
A303,A,3,50,Fri,7,14:00,14:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A303,A,3,50,Fri,8,14:50,15:40,FREE,False,17.0,0.34,True,False,True,wifi_log
A104,A,1,50,Mon,1,08:00,08:50,FREE,False,4.0,0.08,True,True,False,wifi_log
A104,A,1,50,Mon,2,08:50,09:40,Communication Skills,True,0.0,0.0,False,False,False,qr_checkin
A104,A,1,50,Mon,3,09:50,10:40,Machine Learning,True,42.0,0.84,False,False,False,wifi_log
A104,A,1,50,Mon,4,10:40,11:30,FREE,False,17.0,0.34,True,False,True,wifi_log
A104,A,1,50,Mon,5,11:30,12:20,FREE,False,4.0,0.08,True,True,False,qr_checkin
A104,A,1,50,Mon,6,13:10,14:00,Communication Skills,True,34.0,0.68,False,False,False,wifi_log
A104,A,1,50,Mon,7,14:00,14:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Mon,8,14:50,15:40,Operating Systems,True,30.0,0.6,False,False,False,wifi_log
A104,A,1,50,Tue,1,08:00,08:50,FREE,False,21.0,0.42,True,False,True,qr_checkin
A104,A,1,50,Tue,2,08:50,09:40,Probability & Stats,True,35.0,0.7,False,False,False,wifi_log
A104,A,1,50,Tue,3,09:50,10:40,FREE,False,12.0,0.24,True,False,True,wifi_log
A104,A,1,50,Tue,4,10:40,11:30,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Tue,5,11:30,12:20,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Tue,6,13:10,14:00,Data Structures,True,37.0,0.74,False,False,False,qr_checkin
A104,A,1,50,Tue,7,14:00,14:50,FREE,False,4.0,0.08,True,True,False,qr_checkin
A104,A,1,50,Tue,8,14:50,15:40,Operating Systems,True,41.0,0.82,False,False,False,qr_checkin
A104,A,1,50,Wed,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Wed,2,08:50,09:40,FREE,False,2.0,0.04,True,True,False,qr_checkin
A104,A,1,50,Wed,3,09:50,10:40,Linear Algebra,True,39.0,0.78,False,False,False,wifi_log
A104,A,1,50,Wed,4,10:40,11:30,FREE,False,17.0,0.34,True,False,True,wifi_log
A104,A,1,50,Wed,5,11:30,12:20,FREE,False,0.0,0.0,True,True,False,qr_checkin
A104,A,1,50,Wed,6,13:10,14:00,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Wed,7,14:00,14:50,FREE,False,17.0,0.34,True,False,True,wifi_log
A104,A,1,50,Wed,8,14:50,15:40,Probability & Stats,True,31.0,0.62,False,False,False,wifi_log
A104,A,1,50,Thu,1,08:00,08:50,Operating Systems,True,40.0,0.8,False,False,False,wifi_log
A104,A,1,50,Thu,2,08:50,09:40,FREE,False,13.0,0.26,True,False,True,qr_checkin
A104,A,1,50,Thu,3,09:50,10:40,FREE,False,1.0,0.02,True,True,False,wifi_log
A104,A,1,50,Thu,4,10:40,11:30,FREE,False,0.0,0.0,True,True,False,qr_checkin
A104,A,1,50,Thu,5,11:30,12:20,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Thu,6,13:10,14:00,FREE,False,1.0,0.02,True,True,False,qr_checkin
A104,A,1,50,Thu,7,14:00,14:50,FREE,False,1.0,0.02,True,True,False,wifi_log
A104,A,1,50,Thu,8,14:50,15:40,FREE,False,0.0,0.0,True,True,False,qr_checkin
A104,A,1,50,Fri,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A104,A,1,50,Fri,2,08:50,09:40,FREE,False,16.0,0.32,True,False,True,wifi_log
A104,A,1,50,Fri,3,09:50,10:40,FREE,False,10.0,0.2,True,False,True,wifi_log
A104,A,1,50,Fri,4,10:40,11:30,Probability & Stats,True,40.0,0.8,False,False,False,qr_checkin
A104,A,1,50,Fri,5,11:30,12:20,Computer Networks,True,31.0,0.62,False,False,False,wifi_log
A104,A,1,50,Fri,6,13:10,14:00,FREE,False,3.0,0.06,True,True,False,wifi_log
A104,A,1,50,Fri,7,14:00,14:50,FREE,False,14.0,0.28,True,False,True,qr_checkin
A104,A,1,50,Fri,8,14:50,15:40,Linear Algebra,True,34.0,0.68,False,False,False,wifi_log
A205,A,2,30,Mon,1,08:00,08:50,Software Engineering,True,18.0,0.6,False,False,False,wifi_log
A205,A,2,30,Mon,2,08:50,09:40,Machine Learning,True,26.0,0.867,False,False,False,qr_checkin
A205,A,2,30,Mon,3,09:50,10:40,DBMS,True,23.0,0.767,False,False,False,wifi_log
A205,A,2,30,Mon,4,10:40,11:30,Machine Learning,True,21.0,0.7,False,False,False,wifi_log
A205,A,2,30,Mon,5,11:30,12:20,FREE,False,8.0,0.267,True,False,True,qr_checkin
A205,A,2,30,Mon,6,13:10,14:00,Machine Learning,True,27.0,0.9,False,False,False,wifi_log
A205,A,2,30,Mon,7,14:00,14:50,Operating Systems,True,24.0,0.8,False,False,False,wifi_log
A205,A,2,30,Mon,8,14:50,15:40,FREE,False,11.0,0.367,True,False,True,wifi_log
A205,A,2,30,Tue,1,08:00,08:50,Linear Algebra,True,24.0,0.8,False,False,False,wifi_log
A205,A,2,30,Tue,2,08:50,09:40,FREE,False,1.0,0.033,True,True,False,qr_checkin
A205,A,2,30,Tue,3,09:50,10:40,Probability & Stats,True,20.0,0.667,False,False,False,wifi_log
A205,A,2,30,Tue,4,10:40,11:30,Communication Skills,True,27.0,0.9,False,False,False,wifi_log
A205,A,2,30,Tue,5,11:30,12:20,DBMS,True,27.0,0.9,False,False,False,wifi_log
A205,A,2,30,Tue,6,13:10,14:00,Economics,True,26.0,0.867,False,False,False,wifi_log
A205,A,2,30,Tue,7,14:00,14:50,Operating Systems,True,19.0,0.633,False,False,False,qr_checkin
A205,A,2,30,Tue,8,14:50,15:40,DBMS,True,23.0,0.767,False,False,False,qr_checkin
A205,A,2,30,Wed,1,08:00,08:50,FREE,False,1.0,0.033,True,True,False,wifi_log
A205,A,2,30,Wed,2,08:50,09:40,Software Engineering,True,27.0,0.9,False,False,False,wifi_log
A205,A,2,30,Wed,3,09:50,10:40,FREE,False,2.0,0.067,True,True,False,wifi_log
A205,A,2,30,Wed,4,10:40,11:30,Computer Networks,True,20.0,0.667,False,False,False,qr_checkin
A205,A,2,30,Wed,5,11:30,12:20,FREE,False,6.0,0.2,True,False,True,wifi_log
A205,A,2,30,Wed,6,13:10,14:00,Linear Algebra,True,19.0,0.633,False,False,False,wifi_log
A205,A,2,30,Wed,7,14:00,14:50,Economics,True,24.0,0.8,False,False,False,wifi_log
A205,A,2,30,Wed,8,14:50,15:40,Operating Systems,True,21.0,0.7,False,False,False,wifi_log
A205,A,2,30,Thu,1,08:00,08:50,Machine Learning,True,20.0,0.667,False,False,False,wifi_log
A205,A,2,30,Thu,2,08:50,09:40,FREE,False,12.0,0.4,True,False,True,qr_checkin
A205,A,2,30,Thu,3,09:50,10:40,Data Structures,True,26.0,0.867,False,False,False,wifi_log
A205,A,2,30,Thu,4,10:40,11:30,Operating Systems,True,28.0,0.933,False,False,False,qr_checkin
A205,A,2,30,Thu,5,11:30,12:20,Data Structures,True,20.0,0.667,False,False,False,wifi_log
A205,A,2,30,Thu,6,13:10,14:00,Machine Learning,True,27.0,0.9,False,False,False,wifi_log
A205,A,2,30,Thu,7,14:00,14:50,FREE,False,10.0,0.333,True,False,True,wifi_log
A205,A,2,30,Thu,8,14:50,15:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A205,A,2,30,Fri,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,qr_checkin
A205,A,2,30,Fri,2,08:50,09:40,Computer Networks,True,23.0,0.767,False,False,False,wifi_log
A205,A,2,30,Fri,3,09:50,10:40,Linear Algebra,True,26.0,0.867,False,False,False,wifi_log
A205,A,2,30,Fri,4,10:40,11:30,FREE,False,0.0,0.0,True,True,False,wifi_log
A205,A,2,30,Fri,5,11:30,12:20,Probability & Stats,True,22.0,0.733,False,False,False,wifi_log
A205,A,2,30,Fri,6,13:10,14:00,FREE,False,7.0,0.233,True,False,True,wifi_log
A205,A,2,30,Fri,7,14:00,14:50,FREE,False,10.0,0.333,True,False,True,wifi_log
A205,A,2,30,Fri,8,14:50,15:40,FREE,False,5.0,0.167,True,True,False,wifi_log
A306,A,3,30,Mon,1,08:00,08:50,Operating Systems,True,20.0,0.667,False,False,False,qr_checkin
A306,A,3,30,Mon,2,08:50,09:40,Communication Skills,True,27.0,0.9,False,False,False,wifi_log
A306,A,3,30,Mon,3,09:50,10:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A306,A,3,30,Mon,4,10:40,11:30,FREE,False,5.0,0.167,True,True,False,wifi_log
A306,A,3,30,Mon,5,11:30,12:20,Machine Learning,True,26.0,0.867,False,False,False,wifi_log
A306,A,3,30,Mon,6,13:10,14:00,Operating Systems,True,22.0,0.733,False,False,False,wifi_log
A306,A,3,30,Mon,7,14:00,14:50,Software Engineering,True,20.0,0.667,False,False,False,wifi_log
A306,A,3,30,Mon,8,14:50,15:40,FREE,False,10.0,0.333,True,False,True,wifi_log
A306,A,3,30,Tue,1,08:00,08:50,Computer Networks,True,24.0,0.8,False,False,False,qr_checkin
A306,A,3,30,Tue,2,08:50,09:40,Software Engineering,True,23.0,0.767,False,False,False,wifi_log
A306,A,3,30,Tue,3,09:50,10:40,FREE,False,8.0,0.267,True,False,True,qr_checkin
A306,A,3,30,Tue,4,10:40,11:30,FREE,False,7.0,0.233,True,False,True,wifi_log
A306,A,3,30,Tue,5,11:30,12:20,FREE,False,10.0,0.333,True,False,True,wifi_log
A306,A,3,30,Tue,6,13:10,14:00,FREE,False,0.0,0.0,True,True,False,qr_checkin
A306,A,3,30,Tue,7,14:00,14:50,DBMS,True,23.0,0.767,False,False,False,wifi_log
A306,A,3,30,Tue,8,14:50,15:40,Linear Algebra,True,28.0,0.933,False,False,False,wifi_log
A306,A,3,30,Wed,1,08:00,08:50,FREE,False,12.0,0.4,True,False,True,wifi_log
A306,A,3,30,Wed,2,08:50,09:40,FREE,False,8.0,0.267,True,False,True,qr_checkin
A306,A,3,30,Wed,3,09:50,10:40,FREE,False,2.0,0.067,True,True,False,wifi_log
A306,A,3,30,Wed,4,10:40,11:30,FREE,False,12.0,0.4,True,False,True,qr_checkin
A306,A,3,30,Wed,5,11:30,12:20,DBMS,True,28.0,0.933,False,False,False,wifi_log
A306,A,3,30,Wed,6,13:10,14:00,Operating Systems,True,21.0,0.7,False,False,False,qr_checkin
A306,A,3,30,Wed,7,14:00,14:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A306,A,3,30,Wed,8,14:50,15:40,Economics,True,18.0,0.6,False,False,False,wifi_log
A306,A,3,30,Thu,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,qr_checkin
A306,A,3,30,Thu,2,08:50,09:40,FREE,False,0.0,0.0,True,True,False,wifi_log
A306,A,3,30,Thu,3,09:50,10:40,FREE,False,0.0,0.0,True,True,False,qr_checkin
A306,A,3,30,Thu,4,10:40,11:30,Economics,True,19.0,0.633,False,False,False,wifi_log
A306,A,3,30,Thu,5,11:30,12:20,Linear Algebra,True,25.0,0.833,False,False,False,wifi_log
A306,A,3,30,Thu,6,13:10,14:00,Communication Skills,True,28.0,0.933,False,False,False,wifi_log
A306,A,3,30,Thu,7,14:00,14:50,Computer Networks,True,21.0,0.7,False,False,False,wifi_log
A306,A,3,30,Thu,8,14:50,15:40,Communication Skills,True,21.0,0.7,False,False,False,qr_checkin
A306,A,3,30,Fri,1,08:00,08:50,Computer Networks,True,22.0,0.733,False,False,False,qr_checkin
A306,A,3,30,Fri,2,08:50,09:40,Machine Learning,True,20.0,0.667,False,False,False,wifi_log
A306,A,3,30,Fri,3,09:50,10:40,Operating Systems,True,27.0,0.9,False,False,False,qr_checkin
A306,A,3,30,Fri,4,10:40,11:30,DBMS,True,18.0,0.6,False,False,False,wifi_log
A306,A,3,30,Fri,5,11:30,12:20,Economics,True,21.0,0.7,False,False,False,wifi_log
A306,A,3,30,Fri,6,13:10,14:00,Software Engineering,True,19.0,0.633,False,False,False,qr_checkin
A306,A,3,30,Fri,7,14:00,14:50,FREE,False,1.0,0.033,True,True,False,wifi_log
A306,A,3,30,Fri,8,14:50,15:40,Probability & Stats,True,28.0,0.933,False,False,False,qr_checkin
A107,A,1,30,Mon,1,08:00,08:50,Data Structures,True,28.0,0.933,False,False,False,wifi_log
A107,A,1,30,Mon,2,08:50,09:40,Probability & Stats,True,26.0,0.867,False,False,False,wifi_log
A107,A,1,30,Mon,3,09:50,10:40,DBMS,True,23.0,0.767,False,False,False,wifi_log
A107,A,1,30,Mon,4,10:40,11:30,DBMS,True,24.0,0.8,False,False,False,wifi_log
A107,A,1,30,Mon,5,11:30,12:20,Computer Networks,True,19.0,0.633,False,False,False,wifi_log
A107,A,1,30,Mon,6,13:10,14:00,Communication Skills,True,18.0,0.6,False,False,False,wifi_log
A107,A,1,30,Mon,7,14:00,14:50,Probability & Stats,True,26.0,0.867,False,False,False,wifi_log
A107,A,1,30,Mon,8,14:50,15:40,FREE,False,0.0,0.0,True,True,False,qr_checkin
A107,A,1,30,Tue,1,08:00,08:50,Computer Networks,True,26.0,0.867,False,False,False,wifi_log
A107,A,1,30,Tue,2,08:50,09:40,Computer Networks,True,27.0,0.9,False,False,False,wifi_log
A107,A,1,30,Tue,3,09:50,10:40,FREE,False,11.0,0.367,True,False,True,wifi_log
A107,A,1,30,Tue,4,10:40,11:30,Communication Skills,True,28.0,0.933,False,False,False,wifi_log
A107,A,1,30,Tue,5,11:30,12:20,Software Engineering,True,18.0,0.6,False,False,False,wifi_log
A107,A,1,30,Tue,6,13:10,14:00,Economics,True,19.0,0.633,False,False,False,qr_checkin
A107,A,1,30,Tue,7,14:00,14:50,Linear Algebra,True,25.0,0.833,False,False,False,qr_checkin
A107,A,1,30,Tue,8,14:50,15:40,FREE,False,2.0,0.067,True,True,False,wifi_log
A107,A,1,30,Wed,1,08:00,08:50,FREE,False,0.0,0.0,True,True,False,wifi_log
A107,A,1,30,Wed,2,08:50,09:40,Economics,True,19.0,0.633,False,False,False,wifi_log
A107,A,1,30,Wed,3,09:50,10:40,Data Structures,True,26.0,0.867,False,False,False,wifi_log
A107,A,1,30,Wed,4,10:40,11:30,Probability & Stats,True,19.0,0.633,False,False,False,qr_checkin
A107,A,1,30,Wed,5,11:30,12:20,Economics,True,28.0,0.933,False,False,False,wifi_log
A107,A,1,30,Wed,6,13:10,14:00,Linear Algebra,True,22.0,0.733,False,False,False,wifi_log
A107,A,1,30,Wed,7,14:00,14:50,Machine Learning,True,22.0,0.733,False,False,False,wifi_log
A107,A,1,30,Wed,8,14:50,15:40,Probability & Stats,True,18.0,0.6,False,False,False,qr_checkin
A107,A,1,30,Thu,1,08:00,08:50,Linear Algebra,True,20.0,0.667,False,False,False,wifi_log
A107,A,1,30,Thu,2,08:50,09:40,Computer Networks,True,22.0,0.733,False,False,False,wifi_log
A107,A,1,30,Thu,3,09:50,10:40,FREE,False,7.0,0.233,True,False,True,wifi_log
A107,A,1,30,Thu,4,10:40,11:30,FREE,False,0.0,0.0,True,True,False,wifi_log
A107,A,1,30,Thu,5,11:30,12:20,DBMS,True,19.0,0.633,False,False,False,qr_checkin
A107,A,1,30,Thu,6,13:10,14:00,Software Engineering,True,24.0,0.8,False,False,False,wifi_log
A107,A,1,30,Thu,7,14:00,14:50,Data Structures,True,27.0,0.9,False,False,False,wifi_log
A107,A,1,30,Thu,8,14:50,15:40,Linear Algebra,True,24.0,0.8,False,False,False,wifi_log
A107,A,1,30,Fri,1,08:00,08:50,Economics,True,23.0,0.767,False,False,False,wifi_log
