classroom_id,day,period,start_time,end_time,subject,scheduled
A205,Wed,8,14:50,15:40,Operating Systems,True
A205,Thu,1,08:00,08:50,Machine Learning,True
A205,Thu,2,08:50,09:40,FREE,False
A205,Thu,3,09:50,10:40,Data Structures,True
A205,Thu,4,10:40,11:30,Operating Systems,True
A205,Thu,5,11:30,12:20,Data Structures,True
A205,Thu,6,13:10,14:00,Machine Learning,True
A205,Thu,7,14:00,14:50,FREE,False
A205,Thu,8,14:50,15:40,FREE,False
A205,Fri,1,08:00,08:50,FREE,False
A205,Fri,2,08:50,09:40,Computer Networks,True
A205,Fri,3,09:50,10:40,Linear Algebra,True
A205,Fri,4,10:40,11:30,FREE,False
A205,Fri,5,11:30,12:20,Probability & Stats,True
A205,Fri,6,13:10,14:00,FREE,False
A205,Fri,7,14:00,14:50,FREE,False
A205,Fri,8,14:50,15:40,FREE,False
A306,Mon,1,08:00,08:50,Operating Systems,True
A306,Mon,2,08:50,09:40,Communication Skills,True
A306,Mon,3,09:50,10:40,FREE,False
A306,Mon,4,10:40,11:30,FREE,False
A306,Mon,5,11:30,12:20,Machine Learning,True
A306,Mon,6,13:10,14:00,Operating Systems,True
A306,Mon,7,14:00,14:50,Software Engineering,True
A306,Mon,8,14:50,15:40,FREE,False
A306,Tue,1,08:00,08:50,Computer Networks,True
A306,Tue,2,08:50,09:40,Software Engineering,True
A306,Tue,3,09:50,10:40,FREE,False
A306,Tue,4,10:40,11:30,FREE,False
A306,Tue,5,11:30,12:20,FREE,False
A306,Tue,6,13:10,14:00,FREE,False
A306,Tue,7,14:00,14:50,DBMS,True
A306,Tue,8,14:50,15:40,Linear Algebra,True
A306,Wed,1,08:00,08:50,FREE,False
A306,Wed,2,08:50,09:40,FREE,False
A306,Wed,3,09:50,10:40,FREE,False
A306,Wed,4,10:40,11:30,FREE,False
A306,Wed,5,11:30,12:20,DBMS,True
A306,Wed,6,13:10,14:00,Operating Systems,True
A306,Wed,7,14:00,14:50,FREE,False
A306,Wed,8,14:50,15:40,Economics,True
A306,Thu,1,08:00,08:50,FREE,False
A306,Thu,2,08:50,09:40,FREE,False
A306,Thu,3,09:50,10:40,FREE,False
A306,Thu,4,10:40,11:30,Economics,True
A306,Thu,5,11:30,12:20,Linear Algebra,True
A306,Thu,6,13:10,14:00,Communication Skills,True
A306,Thu,7,14:00,14:50,Computer Networks,True
A306,Thu,8,14:50,15:40,Communication Skills,True
A306,Fri,1,08:00,08:50,Computer Networks,True
A306,Fri,2,08:50,09:40,Machine Learning,True
A306,Fri,3,09:50,10:40,Operating Systems,True
A306,Fri,4,10:40,11:30,DBMS,True
A306,Fri,5,11:30,12:20,Economics,True
A306,Fri,6,13:10,14:00,Software Engineering,True
A306,Fri,7,14:00,14:50,FREE,False
A306,Fri,8,14:50,15:40,Probability & Stats,True
A107,Mon,1,08:00,08:50,Data Structures,True
A107,Mon,2,08:50,09:40,Probability & Stats,True
A107,Mon,3,09:50,10:40,DBMS,True
A107,Mon,4,10:40,11:30,DBMS,True
A107,Mon,5,11:30,12:20,Computer Networks,True
A107,Mon,6,13:10,14:00,Communication Skills,True
A107,Mon,7,14:00,14:50,Probability & Stats,True
A107,Mon,8,14:50,15:40,FREE,False
A107,Tue,1,08:00,08:50,Computer Networks,True
A107,Tue,2,08:50,09:40,Computer Networks,True
A107,Tue,3,09:50,10:40,FREE,False
A107,Tue,4,10:40,11:30,Communication Skills,True
A107,Tue,5,11:30,12:20,Software Engineering,True
A107,Tue,6,13:10,14:00,Economics,True
A107,Tue,7,14:00,14:50,Linear Algebra,True
A107,Tue,8,14:50,15:40,FREE,False
A107,Wed,1,08:00,08:50,FREE,False
A107,Wed,2,08:50,09:40,Economics,True
A107,Wed,3,09:50,10:40,Data Structures,True
A107,Wed,4,10:40,11:30,Probability & Stats,True
A107,Wed,5,11:30,12:20,Economics,True
A107,Wed,6,13:10,14:00,Linear Algebra,True
A107,Wed,7,14:00,14:50,Machine Learning,True
A107,Wed,8,14:50,15:40,Probability & Stats,True
A107,Thu,1,08:00,08:50,Linear Algebra,True
A107,Thu,2,08:50,09:40,Computer Networks,True
A107,Thu,3,09:50,10:40,FREE,False
A107,Thu,4,10:40,11:30,FREE,False
A107,Thu,5,11:30,12:20,DBMS,True
A107,Thu,6,13:10,14:00,Software Engineering,True
A107,Thu,7,14:00,14:50,Data Structures,True
A107,Thu,8,14:50,15:40,Linear Algebra,True
A107,Fri,1,08:00,08:50,Economics,True
A107,Fri,2,08:50,09:40,FREE,False
A107,Fri,3,09:50,10:40,DBMS,True
A107,Fri,4,10:40,11:30,Economics,True
A107,Fri,5,11:30,12:20,Probability & Stats,True
A107,Fri,6,13:10,14:00,Linear Algebra,True
A107,Fri,7,14:00,14:50,FREE,False
A107,Fri,8,14:50,15:40,Economics,True
A208,Mon,1,08:00,08:50,Communication Skills,True
A208,Mon,2,08:50,09:40,FREE,False
A208,Mon,3,09:50,10:40,FREE,False
A208,Mon,4,10:40,11:30,FREE,False
A208,Mon,5,11:30,12:20,FREE,False
A208,Mon,6,13:10,14:00,Operating Systems,True
A208,Mon,7,14:00,14:50,FREE,False
A208,Mon,8,14:50,15:40,FREE,False
A208,Tue,1,08:00,08:50,FREE,False
A208,Tue,2,08:50,09:40,FREE,False
A208,Tue,3,09:50,10:40,FREE,False
A208,Tue,4,10:40,11:30,DBMS,True
A208,Tue,5,11:30,12:20,Machine Learning,True
A208,Tue,6,13:10,14:00,FREE,False
A208,Tue,7,14:00,14:50,DBMS,True
A208,Tue,8,14:50,15:40,FREE,False
A208,Wed,1,08:00,08:50,FREE,False
A208,Wed,2,08:50,09:40,FREE,False
A208,Wed,3,09:50,10:40,FREE,False
A208,Wed,4,10:40,11:30,FREE,False
A208,Wed,5,11:30,12:20,FREE,False
A208,Wed,6,13:10,14:00,FREE,False
A208,Wed,7,14:00,14:50,FREE,False
A208,Wed,8,14:50,15:40,FREE,False
A208,Thu,1,08:00,08:50,FREE,False
A208,Thu,2,08:50,09:40,FREE,False
A208,Thu,3,09:50,10:40,Economics,True
A208,Thu,4,10:40,11:30,Economics,True
A208,Thu,5,11:30,12:20,Data Structures,True
A208,Thu,6,13:10,14:00,Communication Skills,True
A208,Thu,7,14:00,14:50,Machine Learning,True
A208,Thu,8,14:50,15:40,FREE,False
A208,Fri,1,08:00,08:50,Software Engineering,True
A208,Fri,2,08:50,09:40,FREE,False
A208,Fri,3,09:50,10:40,FREE,False
A208,Fri,4,10:40,11:30,Data Structures,True
A208,Fri,5,11:30,12:20,FREE,False
A208,Fri,6,13:10,14:00,Probability & Stats,True
A208,Fri,7,14:00,14:50,Machine Learning,True
A208,Fri,8,14:50,15:40,FREE,False
A309,Mon,1,08:00,08:50,Linear Algebra,True
A309,Mon,2,08:50,09:40,Operating Systems,True
A309,Mon,3,09:50,10:40,FREE,False
A309,Mon,4,10:40,11:30,FREE,False
A309,Mon,5,11:30,12:20,FREE,False
A309,Mon,6,13:10,14:00,Data Structures,True
A309,Mon,7,14:00,14:50,Operating Systems,True
A309,Mon,8,14:50,15:40,FREE,False
A309,Tue,1,08:00,08:50,Communication Skills,True
A309,Tue,2,08:50,09:40,FREE,False
A309,Tue,3,09:50,10:40,FREE,False
A309,Tue,4,10:40,11:30,Probability & Stats,True
A309,Tue,5,11:30,12:20,FREE,False
A309,Tue,6,13:10,14:00,FREE,False
A309,Tue,7,14:00,14:50,Probability & Stats,True
A309,Tue,8,14:50,15:40,FREE,False
A309,Wed,1,08:00,08:50,Software Engineering,True
A309,Wed,2,08:50,09:40,FREE,False
A309,Wed,3,09:50,10:40,Probability & Stats,True
A309,Wed,4,10:40,11:30,FREE,False
A309,Wed,5,11:30,12:20,Economics,True
A309,Wed,6,13:10,14:00,DBMS,True
A309,Wed,7,14:00,14:50,FREE,False
A309,Wed,8,14:50,15:40,DBMS,True
A309,Thu,1,08:00,08:50,Software Engineering,True
A309,Thu,2,08:50,09:40,FREE,False
A309,Thu,3,09:50,10:40,FREE,False
A309,Thu,4,10:40,11:30,Economics,True
A309,Thu,5,11:30,12:20,FREE,False
A309,Thu,6,13:10,14:00,DBMS,True
A309,Thu,7,14:00,14:50,Linear Algebra,True
A309,Thu,8,14:50,15:40,Economics,True
A309,Fri,1,08:00,08:50,FREE,False
A309,Fri,2,08:50,09:40,FREE,False
A309,Fri,3,09:50,10:40,FREE,False
A309,Fri,4,10:40,11:30,FREE,False
A309,Fri,5,11:30,12:20,Communication Skills,True
A309,Fri,6,13:10,14:00,Computer Networks,True
A309,Fri,7,14:00,14:50,Operating Systems,True
A309,Fri,8,14:50,15:40,Economics,True
A110,Mon,1,08:00,08:50,Operating Systems,True
A110,Mon,2,08:50,09:40,FREE,False
A110,Mon,3,09:50,10:40,Linear Algebra,True
A110,Mon,4,10:40,11:30,Computer Networks,True
A110,Mon,5,11:30,12:20,Machine Learning,True
A110,Mon,6,13:10,14:00,FREE,False
A110,Mon,7,14:00,14:50,Software Engineering,True
A110,Mon,8,14:50,15:40,FREE,False
A110,Tue,1,08:00,08:50,FREE,False
A110,Tue,2,08:50,09:40,Economics,True
A110,Tue,3,09:50,10:40,Software Engineering,True
A110,Tue,4,10:40,11:30,FREE,False
A110,Tue,5,11:30,12:20,Probability & Stats,True
A110,Tue,6,13:10,14:00,Operating Systems,True
A110,Tue,7,14:00,14:50,FREE,False
A110,Tue,8,14:50,15:40,FREE,False
A110,Wed,1,08:00,08:50,FREE,False
A110,Wed,2,08:50,09:40,FREE,False
A110,Wed,3,09:50,10:40,Operating Systems,True
A110,Wed,4,10:40,11:30,Probability & Stats,True
A110,Wed,5,11:30,12:20,FREE,False
A110,Wed,6,13:10,14:00,Machine Learning,True
A110,Wed,7,14:00,14:50,Data Structures,True
A110,Wed,8,14:50,15:40,FREE,False
A110,Thu,1,08:00,08:50,Communication Skills,True
A110,Thu,2,08:50,09:40,Economics,True
A110,Thu,3,09:50,10:40,Operating Systems,True
A110,Thu,4,10:40,11:30,Communication Skills,True
A110,Thu,5,11:30,12:20,Operating Systems,True
A110,Thu,6,13:10,14:00,Data Structures,True
A110,Thu,7,14:00,14:50,Probability & Stats,True
A110,Thu,8,14:50,15:40,Data Structures,True
A110,Fri,1,08:00,08:50,FREE,False
A110,Fri,2,08:50,09:40,Operating Systems,True
A110,Fri,3,09:50,10:40,FREE,False
A110,Fri,4,10:40,11:30,Probability & Stats,True
A110,Fri,5,11:30,12:20,Data Structures,True
A110,Fri,6,13:10,14:00,FREE,False
A110,Fri,7,14:00,14:50,Machine Learning,True
A110,Fri,8,14:50,15:40,FREE,False
A211,Mon,1,08:00,08:50,FREE,False
A211,Mon,2,08:50,09:40,Probability & Stats,True
A211,Mon,3,09:50,10:40,FREE,False
A211,Mon,4,10:40,11:30,FREE,False
A211,Mon,5,11:30,12:20,Economics,True
A211,Mon,6,13:10,14:00,FREE,False
A211,Mon,7,14:00,14:50,FREE,False
A211,Mon,8,14:50,15:40,FREE,False
A211,Tue,1,08:00,08:50,Operating Systems,True
A211,Tue,2,08:50,09:40,Linear Algebra,True
A211,Tue,3,09:50,10:40,FREE,False
A211,Tue,4,10:40,11:30,FREE,False
A211,Tue,5,11:30,12:20,Software Engineering,True
A211,Tue,6,13:10,14:00,FREE,False
A211,Tue,7,14:00,14:50,Operating Systems,True
A211,Tue,8,14:50,15:40,Economics,True
A211,Wed,1,08:00,08:50,DBMS,True
A211,Wed,2,08:50,09:40,Communication Skills,True
A211,Wed,3,09:50,10:40,FREE,False
A211,Wed,4,10:40,11:30,Communication Skills,True
A211,Wed,5,11:30,12:20,FREE,False
A211,Wed,6,13:10,14:00,FREE,False
A211,Wed,7,14:00,14:50,FREE,False
A211,Wed,8,14:50,15:40,Software Engineering,True
A211,Thu,1,08:00,08:50,Operating Systems,True
A211,Thu,2,08:50,09:40,FREE,False
A211,Thu,3,09:50,10:40,FREE,False
A211,Thu,4,10:40,11:30,Software Engineering,True
A211,Thu,5,11:30,12:20,FREE,False
A211,Thu,6,13:10,14:00,FREE,False
A211,Thu,7,14:00,14:50,FREE,False
A211,Thu,8,14:50,15:40,FREE,False
A211,Fri,1,08:00,08:50,FREE,False
A211,Fri,2,08:50,09:40,Computer Networks,True
A211,Fri,3,09:50,10:40,FREE,False
A211,Fri,4,10:40,11:30,FREE,False
A211,Fri,5,11:30,12:20,Operating Systems,True
A211,Fri,6,13:10,14:00,Probability & Stats,True
A211,Fri,7,14:00,14:50,Probability & Stats,True
A211,Fri,8,14:50,15:40,FREE,False
A312,Mon,1,08:00,08:50,Computer Networks,True
A312,Mon,2,08:50,09:40,Machine Learning,True
A312,Mon,3,09:50,10:40,FREE,False
A312,Mon,4,10:40,11:30,FREE,False
A312,Mon,5,11:30,12:20,FREE,False
A312,Mon,6,13:10,14:00,FREE,False
A312,Mon,7,14:00,14:50,Computer Networks,True
A312,Mon,8,14:50,15:40,FREE,False
A312,Tue,1,08:00,08:50,FREE,False
A312,Tue,2,08:50,09:40,FREE,False
A312,Tue,3,09:50,10:40,Computer Networks,True
A312,Tue,4,10:40,11:30,Software Engineering,True
A312,Tue,5,11:30,12:20,Data Structures,True
A312,Tue,6,13:10,14:00,FREE,False
A312,Tue,7,14:00,14:50,Probability & Stats,True
A312,Tue,8,14:50,15:40,Data Structures,True
A312,Wed,1,08:00,08:50,Computer Networks,True
A312,Wed,2,08:50,09:40,Machine Learning,True
A312,Wed,3,09:50,10:40,Probability & Stats,True
A312,Wed,4,10:40,11:30,Operating Systems,True
A312,Wed,5,11:30,12:20,Operating Systems,True
A312,Wed,6,13:10,14:00,Operating Systems,True
A312,Wed,7,14:00,14:50,FREE,False
A312,Wed,8,14:50,15:40,Economics,True
A312,Thu,1,08:00,08:50,FREE,False
A312,Thu,2,08:50,09:40,Software Engineering,True
A312,Thu,3,09:50,10:40,DBMS,True
A312,Thu,4,10:40,11:30,FREE,False
A312,Thu,5,11:30,12:20,Computer Networks,True
A312,Thu,6,13:10,14:00,DBMS,True
A312,Thu,7,14:00,14:50,Linear Algebra,True
A312,Thu,8,14:50,15:40,FREE,False
A312,Fri,1,08:00,08:50,Software Engineering,True
A312,Fri,2,08:50,09:40,Operating Systems,True
A312,Fri,3,09:50,10:40,Probability & Stats,True
A312,Fri,4,10:40,11:30,Software Engineering,True
A312,Fri,5,11:30,12:20,Economics,True
A312,Fri,6,13:10,14:00,Probability & Stats,True
A312,Fri,7,14:00,14:50,Data Structures,True
A312,Fri,8,14:50,15:40,Economics,True
B101,Mon,1,08:00,08:50,FREE,False
B101,Mon,2,08:50,09:40,Data Structures,True
B101,Mon,3,09:50,10:40,Probability & Stats,True
B101,Mon,4,10:40,11:30,FREE,False
B101,Mon,5,11:30,12:20,FREE,False
B101,Mon,6,13:10,14:00,Operating Systems,True
B101,Mon,7,14:00,14:50,FREE,False
B101,Mon,8,14:50,15:40,DBMS,True
B101,Tue,1,08:00,08:50,Computer Networks,True
B101,Tue,2,08:50,09:40,Software Engineering,True
B101,Tue,3,09:50,10:40,FREE,False
B101,Tue,4,10:40,11:30,Software Engineering,True
B101,Tue,5,11:30,12:20,Operating Systems,True
B101,Tue,6,13:10,14:00,Computer Networks,True
B101,Tue,7,14:00,14:50,Data Structures,True
B101,Tue,8,14:50,15:40,DBMS,True
B101,Wed,1,08:00,08:50,Computer Networks,True
B101,Wed,2,08:50,09:40,Data Structures,True
B101,Wed,3,09:50,10:40,Computer Networks,True
B101,Wed,4,10:40,11:30,Linear Algebra,True
B101,Wed,5,11:30,12:20,Software Engineering,True
B101,Wed,6,13:10,14:00,Linear Algebra,True
B101,Wed,7,14:00,14:50,Computer Networks,True
B101,Wed,8,14:50,15:40,FREE,False
B101,Thu,1,08:00,08:50,Economics,True
B101,Thu,2,08:50,09:40,Software Engineering,True
B101,Thu,3,09:50,10:40,DBMS,True
B101,Thu,4,10:40,11:30,Operating Systems,True
B101,Thu,5,11:30,12:20,Linear Algebra,True
B101,Thu,6,13:10,14:00,Operating Systems,True
B101,Thu,7,14:00,14:50,Data Structures,True
B101,Thu,8,14:50,15:40,Communication Skills,True
B101,Fri,1,08:00,08:50,Economics,True
B101,Fri,2,08:50,09:40,Data Structures,True
B101,Fri,3,09:50,10:40,Machine Learning,True
B101,Fri,4,10:40,11:30,Data Structures,True
B101,Fri,5,11:30,12:20,Data Structures,True
B101,Fri,6,13:10,14:00,Communication Skills,True
B101,Fri,7,14:00,14:50,Software Engineering,True
B101,Fri,8,14:50,15:40,Economics,True
B202,Mon,1,08:00,08:50,FREE,False
B202,Mon,2,08:50,09:40,Economics,True
B202,Mon,3,09:50,10:40,DBMS,True
B202,Mon,4,10:40,11:30,FREE,False
B202,Mon,5,11:30,12:20,Data Structures,True
B202,Mon,6,13:10,14:00,Economics,True
B202,Mon,7,14:00,14:50,Probability & Stats,True
B202,Mon,8,14:50,15:40,DBMS,True
B202,Tue,1,08:00,08:50,Probability & Stats,True
B202,Tue,2,08:50,09:40,Communication Skills,True
B202,Tue,3,09:50,10:40,Probability & Stats,True
B202,Tue,4,10:40,11:30,Operating Systems,True
B202,Tue,5,11:30,12:20,Computer Networks,True
B202,Tue,6,13:10,14:00,Probability & Stats,True
B202,Tue,7,14:00,14:50,Communication Skills,True
B202,Tue,8,14:50,15:40,Operating Systems,True
B202,Wed,1,08:00,08:50,FREE,False
B202,Wed,2,08:50,09:40,Communication Skills,True
B202,Wed,3,09:50,10:40,Communication Skills,True
B202,Wed,4,10:40,11:30,Data Structures,True
B202,Wed,5,11:30,12:20,Communication Skills,True
B202,Wed,6,13:10,14:00,Probability & Stats,True
B202,Wed,7,14:00,14:50,Computer Networks,True
B202,Wed,8,14:50,15:40,Communication Skills,True
B202,Thu,1,08:00,08:50,Communication Skills,True
B202,Thu,2,08:50,09:40,Economics,True
B202,Thu,3,09:50,10:40,Machine Learning,True
B202,Thu,4,10:40,11:30,Linear Algebra,True
B202,Thu,5,11:30,12:20,Operating Systems,True
B202,Thu,6,13:10,14:00,Machine Learning,True
B202,Thu,7,14:00,14:50,FREE,False
B202,Thu,8,14:50,15:40,Operating Systems,True
B202,Fri,1,08:00,08:50,Linear Algebra,True
B202,Fri,2,08:50,09:40,FREE,False
B202,Fri,3,09:50,10:40,Computer Networks,True
B202,Fri,4,10:40,11:30,DBMS,True
B202,Fri,5,11:30,12:20,Linear Algebra,True
B202,Fri,6,13:10,14:00,Software Engineering,True
B202,Fri,7,14:00,14:50,Machine Learning,True
B202,Fri,8,14:50,15:40,Probability & Stats,True
B103,Mon,1,08:00,08:50,Data Structures,True
B103,Mon,2,08:50,09:40,Software Engineering,True
B103,Mon,3,09:50,10:40,FREE,False
B103,Mon,4,10:40,11:30,Communication Skills,True
B103,Mon,5,11:30,12:20,Communication Skills,True
B103,Mon,6,13:10,14:00,Probability & Stats,True
B103,Mon,7,14:00,14:50,Probability & Stats,True
B103,Mon,8,14:50,15:40,Economics,True
B103,Tue,1,08:00,08:50,Operating Systems,True
